playlist_id,track_id
37i9dQZF1DX4dyzvuaRJ0n,3bK1zVFBKIzYjmptmI4NsJ
37i9dQZF1DX4dyzvuaRJ0n,3uD3HzG6tO8lWUIKtJKcxA
37i9dQZF1DX4dyzvuaRJ0n,2fP9aII1LkmZZmzdAiuNVz
37i9dQZF1DX4dyzvuaRJ0n,59NraMJsLaMCVtwXTSia8i
37i9dQZF1DX4dyzvuaRJ0n,5mjYQaktjmjcMKcUIcqz4s
37i9dQZF1DX4dyzvuaRJ0n,2UMDjpShbeQoON9Dn7ONMK
37i9dQZF1DX4dyzvuaRJ0n,79Ojf7CxxJw04NP4d8hrf8
37i9dQZF1DX4dyzvuaRJ0n,5CaUUACiQFEf4zR5WoeIrp
37i9dQZF1DX4dyzvuaRJ0n,3oOvEw1pgxMtrQMNgPWQHL
37i9dQZF1DX4dyzvuaRJ0n,6afdNrotJ1PCt9DoFiHpLj
37i9dQZF1DX4dyzvuaRJ0n,4AFlChQQJbB1MOCgOiiyYc
37i9dQZF1DX4dyzvuaRJ0n,5IkqbeN8L6DC9kRA7Hp64t
37i9dQZF1DX4dyzvuaRJ0n,3tda2VED1rPj3MmVf3mXTo
37i9dQZF1DX4dyzvuaRJ0n,2bI6KAUqXeIXGAEEvup8ri
37i9dQZF1DX4dyzvuaRJ0n,34x9lHWBLEWgDSUUlx1T5Z
37i9dQZF1DX4dyzvuaRJ0n,7Iv0928rZ28KjivhAJPqfC
37i9dQZF1DX4dyzvuaRJ0n,2HbTwmup8SWz5tMcKZXFLh
37i9dQZF1DX4dyzvuaRJ0n,49wEdWGkL2CcOrXEKklXtJ
37i9dQZF1DX4dyzvuaRJ0n,0g8nIlk2ltpZP8lYlPvRx1
37i9dQZF1DX4dyzvuaRJ0n,7tm4pF2JvKc4GGKSagRuS9
37i9dQZF1DX4dyzvuaRJ0n,6ibDVMcMUNqZ5eXT9sD4Vy
37i9dQZF1DX4dyzvuaRJ0n,3JLpwzhVvYeotNSI4izQUV
37i9dQZF1DX4dyzvuaRJ0n,68udexWA5NqZQh8YXJkHky
37i9dQZF1DX4dyzvuaRJ0n,03mX4WEpvZPkHmEsd2ZoV8
37i9dQZF1DX4dyzvuaRJ0n,2VMH2r2jqBpxk5kWjM8HCo
37i9dQZF1DX4dyzvuaRJ0n,0nAYPzFbosQZ0a60zf88aN
37i9dQZF1DX4dyzvuaRJ0n,2fga4JgHuq91W9HiTfo9GC
37i9dQZF1DX4dyzvuaRJ0n,5DIOs6NEUV14lGzerovXZN
37i9dQZF1DX4dyzvuaRJ0n,5fF9T9SMqBKUvT06cn7kBR
37i9dQZF1DX4dyzvuaRJ0n,6iaFDadGS6EqeyQb0c3QGZ
37i9dQZF1DX4dyzvuaRJ0n,6Kl0BmROA5CAwtQOEFd99y
37i9dQZF1DX4dyzvuaRJ0n,3C74wo9oewRgcvMj14O7Xu
37i9dQZF1DX4dyzvuaRJ0n,4NDhaxAmbKXM8LKrOPNxsy
37i9dQZF1DX4dyzvuaRJ0n,5CMOwBRA9nShq31cMeMEsE
37i9dQZF1DX4dyzvuaRJ0n,0aVrpFRLlrd5zVyPXWP3mS
37i9dQZF1DX4dyzvuaRJ0n,1aRd5tMVhiRyMJLmSOg2IF
37i9dQZF1DX4dyzvuaRJ0n,70ofkwt6aIb4bPQ51OQMQO
37i9dQZF1DX4dyzvuaRJ0n,7LNsgTO7ipNPLE10Nn7iR7
37i9dQZF1DX4dyzvuaRJ0n,30nygP64gBZqbLoWC72vNq
37i9dQZF1DX4dyzvuaRJ0n,0GL2DIZoRorbVbsRejFCaW
37i9dQZF1DX4dyzvuaRJ0n,3d4lGcDN1FISRTBeBeGRoJ
37i9dQZF1DX4dyzvuaRJ0n,3FrlcqYxS1A3W7pCGAHai6
37i9dQZF1DX4dyzvuaRJ0n,0biZ6lxXHy4eHweTbOD33W
37i9dQZF1DX4dyzvuaRJ0n,2ZWmmrWUgDBcPSLihBMvhg
37i9dQZF1DX4dyzvuaRJ0n,1P7xMiKHrAl4e5Vbi6NbPf
37i9dQZF1DX4dyzvuaRJ0n,32fmwlkq7srmOAb5N0vdyj
37i9dQZF1DXcF6B6QPhFDv,7GJRZmyEpMIou1RqG0ebd8
37i9dQZF1DXcF6B6QPhFDv,48SmjoT74xf4Zi07EHRt1s
37i9dQZF1DXcF6B6QPhFDv,1ja4311zfLHqUL96poSXfP
37i9dQZF1DXcF6B6QPhFDv,19vHgVS1aukRiQWhTqfKnE
37i9dQZF1DXcF6B6QPhFDv,4WVJeRP6hjMMBkmWsV4TtF
37i9dQZF1DXcF6B6QPhFDv,6tRneEcItwpSxBtqgem5Dr
37i9dQZF1DXcF6B6QPhFDv,1vJmd8YIIAz6XQ9GHlUr5p
37i9dQZF1DXcF6B6QPhFDv,6vWu5uWlox5TVDPl3LvoG3
37i9dQZF1DXcF6B6QPhFDv,3p84R45PM75ngq8XRoe45o
37i9dQZF1DXcF6B6QPhFDv,5op6kdhlMQ4L0KH30GCZ5T
37i9dQZF1DXcF6B6QPhFDv,7LJETXmpThAx6IvUzczYNR
37i9dQZF1DXcF6B6QPhFDv,7Az7rVogNu6XpLnykVI5fA
37i9dQZF1DXcF6B6QPhFDv,4TPgBDOEVwywalXHFUUUQY
37i9dQZF1DXcF6B6QPhFDv,0bpmBKuehVqxXeYtdeTqEG
37i9dQZF1DXcF6B6QPhFDv,3EjHI10QuKMoVBxcgpHrf3
37i9dQZF1DXcF6B6QPhFDv,2YmJZWGcy0yONMCsEKOuVD
37i9dQZF1DXcF6B6QPhFDv,0oigSejhoNen2EdNAIFcm5
37i9dQZF1DXcF6B6QPhFDv,2F7dO7OCqrxff66epaNPEU
37i9dQZF1DXcF6B6QPhFDv,35k8QihhSU5Z7Rqz7FD2nv
37i9dQZF1DXcF6B6QPhFDv,4Akq61SpQYUE8IuE7hHNH8
37i9dQZF1DXcF6B6QPhFDv,4r5bMIasNl5uYBnzf9TYXU
37i9dQZF1DXcF6B6QPhFDv,4hvCxgioUiT85MCgfIhDP3
37i9dQZF1DXcF6B6QPhFDv,1BO9znQb8BbJ5W8KPAqgWE
37i9dQZF1DXcF6B6QPhFDv,0UNDrAptMY5glGrcdr93Kx
37i9dQZF1DXcF6B6QPhFDv,5F3HNBitIp7FkxhBl8SNgW
37i9dQZF1DXcF6B6QPhFDv,7bbhu051CI6krV0M6lv7tl
37i9dQZF1DXcF6B6QPhFDv,3XV77GNuIPYff6T7bzjYy9
37i9dQZF1DXcF6B6QPhFDv,483ngpflrHCLnkBSXsSnsb
37i9dQZF1DXcF6B6QPhFDv,5NRtdsFFlmyE8qDMgS08PE
37i9dQZF1DXcF6B6QPhFDv,0Ef2EJ0YndF0GZMQHsrOvt
37i9dQZF1DXcF6B6QPhFDv,1pJk9Ai1GNT0HPWdRpgbBx
37i9dQZF1DXcF6B6QPhFDv,5sp71CUt0jXRNqHblPGp7b
37i9dQZF1DXcF6B6QPhFDv,7t01uN0kyKMEK8Ow9hhEXa
37i9dQZF1DXcF6B6QPhFDv,0QligzLNiKkIKW1Ea2MFHt
37i9dQZF1DXcF6B6QPhFDv,7oob8M60wM76SlqThEwoTC
37i9dQZF1DXcF6B6QPhFDv,0Zp4PR3jLHfxcXdBdRLh7M
37i9dQZF1DXcF6B6QPhFDv,0uuxAXS1X7kH0WjC0nD6q9
37i9dQZF1DXcF6B6QPhFDv,6jOZiOe9s7TtTqvSMmuWTj
37i9dQZF1DXcF6B6QPhFDv,3CsJjIyl2Y6jz08DUuMMz8
37i9dQZF1DXcF6B6QPhFDv,1O7hVfI7ETQvQmPC0EqfY7
37i9dQZF1DXcF6B6QPhFDv,4EmnzJLkWYI9JyYTWtnOVT
37i9dQZF1DXcF6B6QPhFDv,22MaTYGutS36j4KOXfqvQn
37i9dQZF1DXcF6B6QPhFDv,4zx4H3Q0ASymmPgbfUmeRo
37i9dQZF1DXcF6B6QPhFDv,1byxxkw33SsLEYNRKdmaOQ
37i9dQZF1DXcF6B6QPhFDv,7bMm4GSR0O90ZrrqsKf74G
37i9dQZF1DXcF6B6QPhFDv,71MVjTIeOQzPkEmfgL3uNc
37i9dQZF1DXcF6B6QPhFDv,6JfISacOvddHFsPkE8bE3Z
37i9dQZF1DXcF6B6QPhFDv,2N9j5SNc6cQMYpUeyXYlBV
37i9dQZF1DXcF6B6QPhFDv,2TNyNqT3RBXhtNV7OiAgiC
37i9dQZF1DXcF6B6QPhFDv,1g8becOwXRFEkYukY94L99
37i9dQZF1DX4SBhb3fqCJd,7omJfT9s6V2IpQNBYyq5C8
37i9dQZF1DX4SBhb3fqCJd,44G2gUVQvNNZ6w3i05tR4n
37i9dQZF1DX4SBhb3fqCJd,4WzfrBu4t3LVv1BSKWugbW
37i9dQZF1DX4SBhb3fqCJd,7DswEZZthZ6piQpL25qGAM
37i9dQZF1DX4SBhb3fqCJd,0J1YRLYhTG1MBosjidD7OI
37i9dQZF1DX4SBhb3fqCJd,13eNzMdXHUinoWsxcRXTCW
37i9dQZF1DX4SBhb3fqCJd,4nFrcGM7MY1mpoQCC7Kefj
37i9dQZF1DX4SBhb3fqCJd,0Ani0foia32xeSDE2MdHWM
37i9dQZF1DX4SBhb3fqCJd,3rgPcA3yCtvVCxvcVFcBxs
37i9dQZF1DX4SBhb3fqCJd,4SPazIWgMqArA81XKxgDZa
37i9dQZF1DX4SBhb3fqCJd,66PVdnWWemyJbvScVS6vJ0
37i9dQZF1DX4SBhb3fqCJd,6sg284TefDkBpFh0317Agp
37i9dQZF1DX4SBhb3fqCJd,1zgHn1EqUyA0HqNYMdJ5ia
37i9dQZF1DX4SBhb3fqCJd,7rZbFj5T5GzbIrVMrkw5AU
37i9dQZF1DX4SBhb3fqCJd,1whAXVGN8AdfrnoXNIXfJf
37i9dQZF1DX4SBhb3fqCJd,6Vuas3LiStIwzv3iG2WZV3
37i9dQZF1DX4SBhb3fqCJd,6x4z51Q0PBhSs8NoGbJ5wk
37i9dQZF1DX4SBhb3fqCJd,3JZjcKImHcmOI9ylL4zrSc
37i9dQZF1DX4SBhb3fqCJd,6vcYqLsAJLK2UuG98DrFuU
37i9dQZF1DX4SBhb3fqCJd,5YABYtKx9qa56vBjlXDbmw
37i9dQZF1DX4SBhb3fqCJd,64TJKMfx0QxpuR7rTXL05c
37i9dQZF1DX4SBhb3fqCJd,2ZqOCKuFkKhAZDRYI90EHb
37i9dQZF1DX4SBhb3fqCJd,2ocJnGeHud74jyPlxN7XB7
37i9dQZF1DX4SBhb3fqCJd,3NiL2JcFIncyshy4KOKA73
37i9dQZF1DX4SBhb3fqCJd,2xDglkKUh1x6SDHtlv8H8J
37i9dQZF1DX4SBhb3fqCJd,18QC5FsQ9FThInUrC6BScS
37i9dQZF1DX4SBhb3fqCJd,4HISFDmENrT1reZ5nMUe4l
37i9dQZF1DX4SBhb3fqCJd,4mYSL3RDHto3rcl7I57ndv
37i9dQZF1DX4SBhb3fqCJd,6v3wsybEOTeJ7wTlBJasJj
37i9dQZF1DX4SBhb3fqCJd,3d4ATyPyoh5waQRY8DiXcf
37i9dQZF1DX4SBhb3fqCJd,6Dae6DNW72nLZ6KGyE7aeH
37i9dQZF1DX4SBhb3fqCJd,0lpo9c5J9uOZqMsXEei1gV
37i9dQZF1DX4SBhb3fqCJd,71pFw48rIGZRAMbtWbA2XJ
37i9dQZF1DX4SBhb3fqCJd,6kIgzGx7gH0qAKTFTF5GsU
37i9dQZF1DX4SBhb3fqCJd,3OgdnA3LYpJ6vxrfk6X3p4
37i9dQZF1DX4SBhb3fqCJd,2N6s3852GdbqhV29or63En
37i9dQZF1DX4SBhb3fqCJd,2fHKzcFXMme56EJMgFsudr
37i9dQZF1DX4SBhb3fqCJd,0kP79Anpp0vz91aphg51jr
37i9dQZF1DX4SBhb3fqCJd,3ria9Axw5mheRAOoP9bnof
37i9dQZF1DX4SBhb3fqCJd,3JmmzgSs6VvBa3gQzcijsm
37i9dQZF1DX4SBhb3fqCJd,02DTkcgh0BpYrEYPO05Zex
37i9dQZF1DX4SBhb3fqCJd,3TLUPabatqnokgoZdfXUAV
37i9dQZF1DX4SBhb3fqCJd,1eIXYZWEfJO3Na2LCCnIJE
37i9dQZF1DX4SBhb3fqCJd,4Ep3FZomL0EAKeYqW0riz6
37i9dQZF1DX4SBhb3fqCJd,0VNe1ZE8U2baB3JKZpEBok
37i9dQZF1DX4SBhb3fqCJd,0qNH2olGC2AUMMptYsdrK5
37i9dQZF1DX4SBhb3fqCJd,4yZIlBKbrvOfQlhR0oZvwS
37i9dQZF1DX4SBhb3fqCJd,1xs5R1koW93bXtXD2s59nR
37i9dQZF1DX4SBhb3fqCJd,3ocGQh1erdD9zAfijHMQZu
37i9dQZF1DX4SBhb3fqCJd,7tzeZLMnqlke2raEMeDZ9S
37i9dQZF1DX10zKzsJ2jva,7iUtQNMRB8ZkKC4AmEuCJC
37i9dQZF1DX10zKzsJ2jva,7iQXYTyuG13aoeHxGG28Nh
37i9dQZF1DX10zKzsJ2jva,6CvTEtGagmzQvkUzzyKR9k
37i9dQZF1DX10zKzsJ2jva,6fNCrsrdIcgVd2aZZ0nnz4
37i9dQZF1DX10zKzsJ2jva,3XB5uhhlYSnkxpSihkNQwh
37i9dQZF1DX10zKzsJ2jva,4MjDJD8cW7iVeWInc2Bdyj
37i9dQZF1DX10zKzsJ2jva,7ABLbnD53cQK00mhcaOUVG
37i9dQZF1DX10zKzsJ2jva,1HLaJowFbNM3MPyqnk5vjW
37i9dQZF1DX10zKzsJ2jva,6XbtvPmIpyCbjuT0e8cQtp
37i9dQZF1DX10zKzsJ2jva,6XSqqQIy7Lm7SnwxS4NrGx
37i9dQZF1DX10zKzsJ2jva,6uIIdjYTxxpWOyWuVXrKQO
37i9dQZF1DX10zKzsJ2jva,2vRmz7wDDxRY4zPSzwEmIT
37i9dQZF1DX10zKzsJ2jva,1jeaCBXzfpy9kPBuLSQNmo
37i9dQZF1DX10zKzsJ2jva,6q6aChVJ5LLXFUSfakwpxW
37i9dQZF1DX10zKzsJ2jva,2kz1YOhJiNubjigR1gB1VX
37i9dQZF1DX10zKzsJ2jva,6vkEJP0K2rPfe0ucPnKkLd
37i9dQZF1DX10zKzsJ2jva,3nNmRE0DxHC6ZaKkrpUumS
37i9dQZF1DX10zKzsJ2jva,6k5wiT5l9DK8iZmhvEvoqo
37i9dQZF1DX10zKzsJ2jva,7mXuWTczZNxG5EDcjFEuJR
37i9dQZF1DX10zKzsJ2jva,7mLPSkAJraASgNk6ywyTkp
37i9dQZF1DX10zKzsJ2jva,2HafqoJbgXdtjwCOvNEF14
37i9dQZF1DX10zKzsJ2jva,6VjagyaPDsRal64aHXNIUY
37i9dQZF1DX10zKzsJ2jva,6irysuQyZWd7Bjj7ePiOs2
37i9dQZF1DX10zKzsJ2jva,7yIIeKUxTpn36X6CFJhgEi
37i9dQZF1DX10zKzsJ2jva,62xla8336vUnmxTWNzCfRt
37i9dQZF1DX10zKzsJ2jva,6R0DBvEERp0MrxqxNsQ6rw
37i9dQZF1DX10zKzsJ2jva,6RcAHyC5sAUIbPTkhOQwd8
37i9dQZF1DX10zKzsJ2jva,6pLYGP1FGsfhUFb3s9X1mz
37i9dQZF1DX10zKzsJ2jva,0QRHOAeU8JRaVVn3UoZBih
37i9dQZF1DX10zKzsJ2jva,671fHUAB2n0MocazS1bMB8
37i9dQZF1DX10zKzsJ2jva,3FvTHuefYV6TxE3Kseqno8
37i9dQZF1DX10zKzsJ2jva,2VOXLA9TzOAVCjDi7RY5DV
37i9dQZF1DX10zKzsJ2jva,6gMj2DzKR2PjrrbNSwcGFR
37i9dQZF1DX10zKzsJ2jva,3Yw6KJjm8ycybvl6UdW9dq
37i9dQZF1DX10zKzsJ2jva,35FW5OEe4p38LdjK1KqT2X
37i9dQZF1DX10zKzsJ2jva,4PA1wK0leCjmRZlP5dQ8Lv
37i9dQZF1DX10zKzsJ2jva,5ONDwiSzjziWVwmxRZCen6
37i9dQZF1DX10zKzsJ2jva,4SW9gHnW8NfKOdqmh0ij45
37i9dQZF1DX10zKzsJ2jva,5XVdHRf4CAJ2Jm0uMIy5qY
37i9dQZF1DX10zKzsJ2jva,2TJKY0WSFufZOzbRNgl6zE
37i9dQZF1DX10zKzsJ2jva,0J9g1MMJDhyvOb3NWckHMm
37i9dQZF1DX10zKzsJ2jva,0p0cOpBujR114Wirv5AM7W
37i9dQZF1DX10zKzsJ2jva,0Me3GyNuLOa1YTIxhJPyCn
37i9dQZF1DX10zKzsJ2jva,2hn2zOA2XFlv6DSmesylrL
